id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
1406525446867410947,New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",2009-07-09 09:04:01,751089,431,1015,True,2021-06-20 08:12:53,"#NSTworld The number of #Covid19 jabs administered in #China has passed the 1️⃣,0️⃣0️⃣0️⃣,0️⃣0️⃣0️⃣,0️⃣0️⃣0️⃣ mark,… https://t.co/UqHQSVgzor","['NSTworld', 'Covid19', 'China']",TweetDeck,2,5,False
1371896083039846400,Lucy Jeeves,Northamptonshire,RMN | NHFT Senior IPC nurse | wife mother & cake baker | gamer | T1D | general ponderer | IPS MH/LD specialist interest group co-ordinator,2018-01-12 22:24:22,221,362,7785,False,2021-03-16 18:48:09,@_diabetes101 @DrRoseStewart @sotonDSN @AmarPut @sambarnardPDSN @VickiaDSN @Tazzy_devil777 @CoxAlisoncox @beckylt09… https://t.co/RJzj9FkX3p,,Twitter for iPhone,0,6,False
1354078640980553728,GoodNewsCovid19,Around the world,"Ici pour partager des #goodnews à propos du #covid19 en France et ailleurs.

Sharing #goodnews about #covid19 in France and abroad",2020-03-07 21:40:31,40,4,38,False,2021-01-26 14:48:00,"Great statistics on the #PfizerBioNTech vaccine

#GoodNewsCovid19 https://t.co/CjU77fgaVy","['PfizerBioNTech', 'GoodNewsCovid19']",Twitter Web App,0,1,False
1374096393414004742,Rechtsanwalt Th🙂mas Böhnke,"Hamburg, Germany","Nur Wahrheit und Aufrichtigkeit schaffen Gerechtigkeit und Frieden
Only truth and honesty create justice and peace",2020-03-27 15:41:58,415,276,12583,False,2021-03-22 20:31:24,@mdkatrsk @MrPitt11 #PfizerBioNTech must pay someone in #Israel quite handsome for manufacturing the data that they… https://t.co/jK9qIIiN7W,"['PfizerBioNTech', 'Israel']",Twitter Web App,0,1,False
1341789755969740802,Jeffv the Covid Slayer,"Sunnyvale, CA","Jeff Vongjesda, fighting COVID in Santa Clara county. Family cert nurse practitioner. @Georgetown and @UofNorthFlorida alum. He/him. #BlackLivesMatter. ❤️✊🐶",2018-05-06 19:07:36,642,3958,54521,False,2020-12-23 16:56:21,I am thankful to #SantaClaraCounty for the chance to get the #COVID19 #PfizerBioNTech vaccine.  It is body armor fo… https://t.co/XWSHiFpGda,"['SantaClaraCounty', 'COVID19', 'PfizerBioNTech']",Twitter for iPhone,0,1,False
1377722455960268800,komals30,today I'm in: Virginia,"nerd, geek, dork...cosplayer, con-goer, concert attender, frequently angry, like the Hulk but brown.",2009-03-03 18:58:28,88,102,686,False,2021-04-01 20:40:05,"Day 2 with #hereditaryspherocytosis and the #CovidVaccine #PfizerBioNTech specifically, I feel normal. Was super ti… https://t.co/EMoT6NEwPV","['hereditaryspherocytosis', 'CovidVaccine', 'PfizerBioNTech']",Twitter for Android,0,0,False
1375787113954877442,Liat L.S.Marketing& Registration✍🇩🇪🇮🇱🌎🌍🎗🎗,ישראל,"Israeli Indep.RA Reps.Medical Devices.
Consultants- Regul. Affairs,Business Development,Import Export .
Focus Israel-Germany-EU  Worldwide Services
Endo Mentor",2019-01-18 19:55:28,585,3064,15273,False,2021-03-27 12:29:43,"@simchrison @Bryan13571 I know, I am German &amp; Israeli, I have nothing against the company , I live both in Israel &amp;… https://t.co/qFSOW7nGdQ",,Twitter for Android,0,0,False
1351380344478556160,Michael Morris,,artist. foodie. a little bit of a workoholic.@BlueJays super fan,2013-09-18 23:51:58,63,161,3924,False,2021-01-19 04:05:56,@PfizerCA why aren’t you fighting for Canada?  Why is Europe getting vaccines faster when they complained? #cdnpoli… https://t.co/xysDpI7PPj,['cdnpoli'],Twitter for iPhone,0,0,False
1340346302195003393,drLogo,Kansas,"Royals, Jayhawks, and Chiefs fan. Kansas OB.",2011-05-24 13:16:48,75,253,886,False,2020-12-19 17:20:35,"Vaccine side effect update, 48 hrs. My arm is not very sore, but the deltoid at the injection site is swollen.  I w… https://t.co/iKJhEPaCWE",,Twitter for iPhone,0,1,False
1339306155785527305,Whtrslugcaviiersong#dontstayhomeandcatchcovid19,Email:talksavailable@gmail.com,"Hot original songs available/ whtrslugcaviiersong.iam a black female
solo songwriter/singer/#songs for sale and or hire.cheers",2019-09-22 16:45:47,1238,368,12962,False,2020-12-16 20:27:25,@10DowningStreet @CMO_England 👍 as  🌎 AWAITS  #coronavirusvaccine #COVID19vaccine  first #Pfizer #PfizerBioNTech mo… https://t.co/8AqnquyKMx,"['coronavirusvaccine', 'COVID19vaccine', 'Pfizer', 'PfizerBioNTech']",Twitter for Android,1,0,False
1362031040529903617,Tallin Beckett,Albion. Literally 😉,"Reavers wife and pirate Hero of Skill from Bloodstone. I like drinking, gambling, shooting. Captain Dread’s daughter | Fable R.P |",2013-12-19 11:04:20,66,51,3560,False,2021-02-17 13:28:00,"My arm is a little sore 😔 
But so far no other side effects 👍🏻👏🏻#PfizerBionTech #PfizerVaccine","['PfizerBionTech', 'PfizerVaccine']",Twitter for iPhone,0,2,False
1350815479665975296,Nurse Fay RN CCM,Florida,"46 yrs as RN CCM 🇺🇸Trump Supporter, 🇺🇸Healthcare Advocate ❤️Support Our Veterans🇺🇸#Patriot #MAGA",2013-07-06 19:14:26,3339,3573,20674,False,2021-01-17 14:41:21,"Pfizer vaccine time at senior facility where I live
Right after I got my vaccine, watched another resident get vacc… https://t.co/5KkzkgkuRj",,Twitter for iPad,43,67,False
1440888657422913536,alexander siu,626 • los angeles // new york city,producer • designer •  #COVID19 writer • asian american culture creator • food inhaler // @uclafsph @andrewyang @fungbros @626nightmarket // 🎓@ucla,2008-09-10 02:20:14,8430,3655,405342,False,2021-09-23 04:00:01,"wednesday 9/22: it’s great to hear #FDA included those in occupations with high risk of #COVID19, including… https://t.co/kGnoVzhqVo","['FDA', 'COVID19']",Twitter Web App,0,0,False
1425731709308489736,Nuno Sousa,"Hamburgo, Alemanha",Software Engineer | Gaming | Youtube,2016-01-04 18:07:57,1826,1782,9642,False,2021-08-12 08:11:42,"Second dose of 5G into my veins. #PfizerBiontech really provide extra features, I think my aim is improving already… https://t.co/iF32rGts9Z",['PfizerBiontech'],Twitter for Android,0,0,False
1373775282738499584,Kathy NJ,,"Retired Teacher of History, love animals and the outdoors. Of course I'm liberal. I'm out in the world paying attention, educated, do my research, and have a ❤️",2009-06-28 20:07:00,12395,12919,947901,False,2021-03-21 23:15:25,"Just for those curious:
1st #PfizerBiontech a little achy, barely noticeable headache
2nd - throat tongue swelling… https://t.co/BitHuVBhIM",['PfizerBiontech'],Twitter for Android,9,53,False
1340081419729645568,The Foreign Desk,,Where #ForeignPolicy & good #Journalism meet. Editor-in-Chief @LisaDaftari,2015-04-28 23:20:16,3179,166,206,False,2020-12-18 23:48:02,The FDA said Thursday it was working with Pfizer to revise a fact sheet for recipients of the #PfizerBioNTech COVID… https://t.co/kLjeFn0d7L,['PfizerBioNTech'],Buffer,0,1,False
1370931237527773184,Marketa Moore,Hong Kong,Czech in Hong Kong since 1997. Sociology and international human rights law. Hong Kong University 🇭🇰🇬🇧🇨🇿🇸🇰🇨🇳,2014-10-23 12:10:32,91,598,2816,False,2021-03-14 02:54:12,Sunday morning at vaccination centre in Kwun Tung #HongKong #PfizerBioNTech https://t.co/gyyWv9vJcL,"['HongKong', 'PfizerBioNTech']",Twitter for iPhone,0,3,False
1346513753492361217,Clár - Dá fhada an lá tagann an tráthnóna 💙,London,"There is a crack in everything, that's how the light gets in.

More cats, less people. 

                 
          NHS Physiotherapist.
Tweets my own
🇮🇪🇪🇺",2007-03-27 08:48:20,1513,3353,57569,False,2021-01-05 17:47:50,"Really starting to question evolution with so much stupidity within the human race
#COVID19 #COVIDIOTS #coviddenier… https://t.co/CdqSENpIUA","['COVID19', 'COVIDIOTS', 'coviddenier']",Twitter for Android,0,0,False
1399440546414829573,Study International,"Bristol, UK","Providing universities and students a platform to share information, news and resources about international education #StudyInternational",2014-09-03 09:00:00,106763,1538,2252,False,2021-05-31 19:00:01,"Vaccinations will play an important role in the new normal #PfizerBioNTech #HongKong

https://t.co/U7oKyqL883","['PfizerBioNTech', 'HongKong']",Twitter Web App,2,8,False
1338143061558390784,Lel B.,United States,"#BidenHarris2020. Nobody calls our Military Losers! #votehimout #Dollhands con!! Me: Mom,Wife,IT Exec. Digs Hippie Christ, Music,Voracious Political Proclivity.",2009-03-14 18:13:30,2762,3295,33886,False,2020-12-13 15:25:42,"@JoeBiden @KamalaHarris Thanks to you both for bringing in fresh air, positivity and God’s hand and pushing us forw… https://t.co/j28WAUwZob",,Twitter for iPhone,0,1,False
1338418862669221889,swaliya naikwadi,Singapore,Software professional | Extrovert | Problem Solver | Reader | Explorer | Thinker | Communicator,2020-12-03 01:19:46,5,48,5,False,2020-12-14 09:41:38,"Singapore's plan to tackle #COVID19
has been really effective.  
Early in pandemic,more than $1 bn was set aside fo… https://t.co/aWI7CPS81B",['COVID19'],Twitter for Android,0,1,False
1420336679462727680,NiddunimaroN KiDT,"Beaufort, Sabah",SRC Exco Activity | Msu | Bachelor in Human Capital Management| #Msu #MsuCollegeSabah,2019-04-10 09:03:21,15,30,136,False,2021-07-28 10:53:47,"Done my part 😍😍😍
 #Pfizer #PfizerVaccine #PfizerGang #PfizerBiontech #pfizerleaks #vaccination https://t.co/h6JQabgSN3","['Pfizer', 'PfizerVaccine', 'PfizerGang', 'PfizerBiontech', 'pfizerleaks', 'vaccination']",Twitter for Android,0,1,False
1398636707914915840,Kirsti Jones,Orkney,"Wife, mamma, chicken mamma, cat servant and Infection Prevention & Control Nurse at @NHSOrkney. All views my own!",2009-12-31 21:56:49,336,454,4924,False,2021-05-29 13:45:51,Just picked up my 18yr old @Ravengeek02 after getting their 1st vaccine. Thank you @NHSOrkney and @scotgov !!… https://t.co/i9Z6QhKS5I,,Twitter for Android,0,2,False
1348949927901192193,rehab_geek,"Corleone, Sicilia",exercise rehabilitation specialist | whisky | Rum | Gin | wine | beer | runner | nerd | keen to surround myself with intelligent people,2009-05-23 07:24:00,48,598,2166,False,2021-01-12 11:08:19,Just had my first #COVIDVaccination #COVID19 I am now 70% immortal #PfizerVaccine #PfizerBioNTech #Pfizer,"['COVIDVaccination', 'COVID19', 'PfizerVaccine', 'PfizerBioNTech', 'Pfizer']",Twitter for iPhone,0,0,False
1353738160514211851,BritainafterBrex,Below you,Don't follow,2009-08-11 10:34:06,103,1968,4496,False,2021-01-25 16:15:03,@toadmeister @ASA_UK A ⅓ of population of every densely populated country in the world (with some exceptions) have… https://t.co/Txhc3dnVsu,,Twitter for Android,0,0,False
1351773916142956546,Juan Antonio Llorente Gómez,"El Espino, La Chorrera, Panamá",CUENTA PERSONAL 32 años. Panameño. #Aries Soltero. No tengo hijos. Estudio Inglés. Tuiteo para expresarme libremente. Sometimes I tweet & retweet in English.,2012-12-31 23:49:45,1058,701,13697,False,2021-01-20 06:09:51,"#BREAKING 🌎

#Panama 🇵🇦 has just received 12,840 doses of the #PfizerBioNTech Vaccine. 💉
#PanavaC19 #LlegadaVacunas… https://t.co/e1I0MHJdCG","['BREAKING', 'Panama', 'PfizerBioNTech', 'PanavaC19', 'LlegadaVacunas']",Twitter for Android,0,0,False
1437696208009580544,DRaven,Planet Earth,Geek / Social Commentator / reformed conspiracy theorist.,2020-10-07 07:34:28,6,64,1125,False,2021-09-14 08:34:21,"When they really are coming for your kids..
#COVID19 #COVID #leaveourkidsalone #PfizerBiontech #PfizerLeak #Pfizer… https://t.co/l5fdXBi1kJ","['COVID19', 'COVID', 'leaveourkidsalone', 'PfizerBiontech', 'PfizerLeak', 'Pfizer']",Twitter for Android,1,0,False
1362472768265199616,Makopo,Johannesburg,2020 - South Africa needs to find its mojo,2013-03-09 16:20:59,1500,1430,29536,False,2021-02-18 18:43:16,#Sinopharm and #PfizerBioNTech surely is the right Vaccine for SA https://t.co/HzgDYdijGE,"['Sinopharm', 'PfizerBioNTech']",Twitter for Android,0,0,False
1364111499958964239,The Peninsula Qatar,Qatar,The official account of The Peninsula English Daily Newspaper #Qatar #Doha,2009-07-25 08:41:05,52709,240,771,True,2021-02-23 07:15:00,"The Ministry started administering Moderna COVID-19 vaccine in Al Wajba, Lebaib, and Thumama health centers yesterd… https://t.co/acVwgTxQqR",,TweetDeck,0,7,False
1352885813797916673,Liat L.S.Marketing& Registration✍🇩🇪🇮🇱🌎🌍🎗🎗,ישראל,"Israeli Indep.RA Reps.Medical Devices.
Consultants- Regul. Affairs,Business Development,Import Export .
Focus Israel-Germany-EU  Worldwide Services
Endo Mentor",2019-01-18 19:55:28,545,2917,13195,False,2021-01-23 07:48:08,"#PfizerBioNTech 
Hopefully , indeed it  will give me my life back
#israel 
#COVID19Vaccine https://t.co/VxMxyFq3Yr","['PfizerBioNTech', 'israel', 'COVID19Vaccine']",Twitter for Android,0,5,False
1340975300365193216,ECOMNEWSMED,,"L'actualité #économique, #politique et des #entreprises des pays de la #Méditerranée par @ecom_news. #UEMed @EcomnewsAfrique @EcomnewsMedia @ecom_news",2015-09-05 23:01:10,61989,5043,3931,False,2020-12-21 11:00:00,"#Tunisia: As part of the fight against #Covid19, the Ministry of Health has concluded an agreement with… https://t.co/qzRp9WfBqL","['Tunisia', 'Covid19']",TweetDeck,0,0,False
1344287701638524929,L' avucat Pich,,"Per i sinistri radical ho tre difetti: sono italiano, sono bianco e sono etero. Orgoglioso di essere così. Il nick non sta a significare che sono avvocato.",2019-09-06 12:14:43,161,608,4192,False,2020-12-30 14:22:18,"Unclear if there is a link with the vaccine!
#PfizerBioNTech https://t.co/LbwoEU6tC0",['PfizerBioNTech'],Twitter for Android,0,0,False
1359992127552450561,Sophie Guest,,"Writer, avid reader, mother of 2 amazing boys, amateur gardener and now gluten free for life.",2015-08-02 14:45:49,44,140,218,False,2021-02-11 22:26:05,Had my vaccine today! Thank you scientists and all the amazing people working and volunteering at the vaccine centr… https://t.co/wjadN5jTl5,,Twitter Web App,0,2,False
1436948616166264834,Chris Barnes 🇬🇧🇷🇺,"Johore, Malaysia","Experienced DH & senior leader, currently in 🇲🇾| Also 🇬🇧 🇷🇺 🇺🇸 | Tweets about T&L, wellbeing,👨🏻‍💻, 📚, ✝️,⚜️,🦉| Brewed in Yorkshire 🫖 | He/him/his",2012-11-12 21:22:57,973,1172,8478,False,2021-09-12 07:03:41,That’s it - double-dosed 💉💉 with #PfizerBiontech. Thanks again to the medics from @kpj_healthcare for the great job… https://t.co/mLjUGhMlRQ,['PfizerBiontech'],Twitter for iPhone,0,6,False
